================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo3.go
Fecha y hora: 12/11/2025 21:22:16
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (428)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    7 | Columna:    8
Carácter ilegal 'r' en línea 50, columna 6
Carácter ilegal 'e' en línea 50, columna 7
Carácter ilegal 'c' en línea 50, columna 8
Carácter ilegal 'i' en línea 50, columna 9
Carácter ilegal 'o' en línea 50, columna 10
Carácter ilegal 's' en línea 50, columna 11
Carácter ilegal 'm' en línea 50, columna 16
Carácter ilegal 'a' en línea 50, columna 17
Carácter ilegal 'p' en línea 50, columna 18
Carácter ilegal 's' en línea 50, columna 20
Carácter ilegal 't' en línea 50, columna 21
Carácter ilegal 'r' en línea 50, columna 22
Carácter ilegal 'i' en línea 50, columna 23
Carácter ilegal 'n' en línea 50, columna 24
Carácter ilegal 'g' en línea 50, columna 25
Carácter ilegal 'f' en línea 50, columna 27
Carácter ilegal 'l' en línea 50, columna 28
Carácter ilegal 'o' en línea 50, columna 29
Carácter ilegal 'a' en línea 50, columna 30
Carácter ilegal 't' en línea 50, columna 31
Carácter ilegal '6' en línea 50, columna 32
Carácter ilegal '4' en línea 50, columna 33
Carácter ilegal '"' en línea 51, columna 9
Carácter ilegal 'm' en línea 51, columna 10
Carácter ilegal 'a' en línea 51, columna 11
Carácter ilegal 'n' en línea 51, columna 12
Carácter ilegal 'z' en línea 51, columna 13
Carácter ilegal 'a' en línea 51, columna 14
Carácter ilegal 'n' en línea 51, columna 15
Carácter ilegal 'a' en línea 51, columna 16
Carácter ilegal '"' en línea 51, columna 17
Carácter ilegal '0' en línea 51, columna 20
Carácter ilegal '5' en línea 51, columna 22
Carácter ilegal '0' en línea 51, columna 23
Carácter ilegal '"' en línea 52, columna 9
Carácter ilegal 'b' en línea 52, columna 10
Carácter ilegal 'a' en línea 52, columna 11
Carácter ilegal 'n' en línea 52, columna 12
Carácter ilegal 'a' en línea 52, columna 13
Carácter ilegal 'n' en línea 52, columna 14
Carácter ilegal 'a' en línea 52, columna 15
Carácter ilegal '"' en línea 52, columna 16
Carácter ilegal '0' en línea 52, columna 19
Carácter ilegal '3' en línea 52, columna 21
Carácter ilegal '0' en línea 52, columna 22
Carácter ilegal '"' en línea 53, columna 9
Carácter ilegal 'n' en línea 53, columna 10
Carácter ilegal 'a' en línea 53, columna 11
Carácter ilegal 'r' en línea 53, columna 12
Carácter ilegal 'a' en línea 53, columna 13
Carácter ilegal 'n' en línea 53, columna 14
Carácter ilegal 'j' en línea 53, columna 15
Carácter ilegal 'a' en línea 53, columna 16
Carácter ilegal '"' en línea 53, columna 17
Carácter ilegal '0' en línea 53, columna 20
Carácter ilegal '7' en línea 53, columna 22
Carácter ilegal '5' en línea 53, columna 23
Carácter ilegal 'f' en línea 56, columna 5
Carácter ilegal 'm' en línea 56, columna 6
Carácter ilegal 't' en línea 56, columna 7
Carácter ilegal 'P' en línea 56, columna 9
Carácter ilegal 'r' en línea 56, columna 10
Carácter ilegal 'i' en línea 56, columna 11
Carácter ilegal 'n' en línea 56, columna 12
Carácter ilegal 't' en línea 56, columna 13
Carácter ilegal 'l' en línea 56, columna 14
Carácter ilegal 'n' en línea 56, columna 15
Carácter ilegal '"' en línea 56, columna 17
Carácter ilegal 'E' en línea 56, columna 18
Carácter ilegal 'd' en línea 56, columna 19
Carácter ilegal 'a' en línea 56, columna 20
Carácter ilegal 'd' en línea 56, columna 21
Carácter ilegal 'e' en línea 56, columna 22
Carácter ilegal 's' en línea 56, columna 23
Carácter ilegal '"' en línea 56, columna 25
Carácter ilegal 'e' en línea 56, columna 28
Carácter ilegal 'd' en línea 56, columna 29
Carácter ilegal 'a' en línea 56, columna 30
Carácter ilegal 'd' en línea 56, columna 31
Carácter ilegal 'e' en línea 56, columna 32
Carácter ilegal 's' en línea 56, columna 33
Carácter ilegal 'f' en línea 57, columna 5
Carácter ilegal 'm' en línea 57, columna 6
Carácter ilegal 't' en línea 57, columna 7
Carácter ilegal 'P' en línea 57, columna 9
Carácter ilegal 'r' en línea 57, columna 10
Carácter ilegal 'i' en línea 57, columna 11
Carácter ilegal 'n' en línea 57, columna 12
Carácter ilegal 't' en línea 57, columna 13
Carácter ilegal 'l' en línea 57, columna 14
Carácter ilegal 'n' en línea 57, columna 15
Carácter ilegal '"' en línea 57, columna 17
Carácter ilegal 'P' en línea 57, columna 18
Carácter ilegal 'r' en línea 57, columna 19
Carácter ilegal 'e' en línea 57, columna 20
Carácter ilegal 'c' en línea 57, columna 21
Carácter ilegal 'i' en línea 57, columna 22
Carácter ilegal 'o' en línea 57, columna 23
Carácter ilegal 's' en línea 57, columna 24
Carácter ilegal '"' en línea 57, columna 26
Carácter ilegal 'p' en línea 57, columna 29
Carácter ilegal 'r' en línea 57, columna 30
Carácter ilegal 'e' en línea 57, columna 31
Carácter ilegal 'c' en línea 57, columna 32
Carácter ilegal 'i' en línea 57, columna 33
Carácter ilegal 'o' en línea 57, columna 34
Carácter ilegal 's' en línea 57, columna 35
Carácter ilegal 'f' en línea 58, columna 5
Carácter ilegal 'm' en línea 58, columna 6
Carácter ilegal 't' en línea 58, columna 7
Carácter ilegal 'P' en línea 58, columna 9
Carácter ilegal 'r' en línea 58, columna 10
Carácter ilegal 'i' en línea 58, columna 11
Carácter ilegal 'n' en línea 58, columna 12
Carácter ilegal 't' en línea 58, columna 13
Carácter ilegal 'l' en línea 58, columna 14
Carácter ilegal 'n' en línea 58, columna 15
Carácter ilegal '"' en línea 58, columna 17
Carácter ilegal 'E' en línea 58, columna 18
Carácter ilegal 'd' en línea 58, columna 19
Carácter ilegal 'a' en línea 58, columna 20
Carácter ilegal 'd' en línea 58, columna 21
Carácter ilegal 'd' en línea 58, columna 23
Carácter ilegal 'e' en línea 58, columna 24
Carácter ilegal 'J' en línea 58, columna 26
Carácter ilegal 'u' en línea 58, columna 27
Carácter ilegal 'a' en línea 58, columna 28
Carácter ilegal 'n' en línea 58, columna 29
Carácter ilegal '"' en línea 58, columna 31
Carácter ilegal 'e' en línea 58, columna 34
Carácter ilegal 'd' en línea 58, columna 35
Carácter ilegal 'a' en línea 58, columna 36
Carácter ilegal 'd' en línea 58, columna 37
Carácter ilegal 'e' en línea 58, columna 38
Carácter ilegal 's' en línea 58, columna 39
Carácter ilegal '"' en línea 58, columna 41
Carácter ilegal 'J' en línea 58, columna 42
Carácter ilegal 'u' en línea 58, columna 43
Carácter ilegal 'a' en línea 58, columna 44
Carácter ilegal 'n' en línea 58, columna 45
Carácter ilegal '"' en línea 58, columna 46
Carácter ilegal 'd' en línea 61, columna 5
Carácter ilegal 'e' en línea 61, columna 6
Carácter ilegal 'l' en línea 61, columna 7
Carácter ilegal 'e' en línea 61, columna 8
Carácter ilegal 't' en línea 61, columna 9
Carácter ilegal 'e' en línea 61, columna 10
Carácter ilegal 'e' en línea 61, columna 12
Carácter ilegal 'd' en línea 61, columna 13
Carácter ilegal 'a' en línea 61, columna 14
Carácter ilegal 'd' en línea 61, columna 15
Carácter ilegal 'e' en línea 61, columna 16
Carácter ilegal 's' en línea 61, columna 17
Carácter ilegal '"' en línea 61, columna 20
Carácter ilegal 'P' en línea 61, columna 21
Carácter ilegal 'e' en línea 61, columna 22
Carácter ilegal 'd' en línea 61, columna 23
Carácter ilegal 'r' en línea 61, columna 24
Carácter ilegal 'o' en línea 61, columna 25
Carácter ilegal '"' en línea 61, columna 26
Carácter ilegal 'f' en línea 62, columna 5
Carácter ilegal 'm' en línea 62, columna 6
Carácter ilegal 't' en línea 62, columna 7
Carácter ilegal 'P' en línea 62, columna 9
Carácter ilegal 'r' en línea 62, columna 10
Carácter ilegal 'i' en línea 62, columna 11
Carácter ilegal 'n' en línea 62, columna 12
Carácter ilegal 't' en línea 62, columna 13
Carácter ilegal 'l' en línea 62, columna 14
Carácter ilegal 'n' en línea 62, columna 15
Carácter ilegal '"' en línea 62, columna 17
Carácter ilegal 'E' en línea 62, columna 18
Carácter ilegal 'd' en línea 62, columna 19
Carácter ilegal 'a' en línea 62, columna 20
Carácter ilegal 'd' en línea 62, columna 21
Carácter ilegal 'e' en línea 62, columna 22
Carácter ilegal 's' en línea 62, columna 23
Carácter ilegal 'd' en línea 62, columna 25
Carácter ilegal 'e' en línea 62, columna 26
Carácter ilegal 's' en línea 62, columna 27
Carácter ilegal 'p' en línea 62, columna 28
Carácter ilegal 'u' en línea 62, columna 29
Carácter ilegal 'é' en línea 62, columna 30
Carácter ilegal 's' en línea 62, columna 31
Carácter ilegal 'd' en línea 62, columna 33
Carácter ilegal 'e' en línea 62, columna 34
Carácter ilegal 'e' en línea 62, columna 36
Carácter ilegal 'l' en línea 62, columna 37
Carácter ilegal 'i' en línea 62, columna 38
Carácter ilegal 'm' en línea 62, columna 39
Carácter ilegal 'i' en línea 62, columna 40
Carácter ilegal 'n' en línea 62, columna 41
Carácter ilegal 'a' en línea 62, columna 42
Carácter ilegal 'r' en línea 62, columna 43
Carácter ilegal 'P' en línea 62, columna 45
Carácter ilegal 'e' en línea 62, columna 46
Carácter ilegal 'd' en línea 62, columna 47
Carácter ilegal 'r' en línea 62, columna 48
Carácter ilegal 'o' en línea 62, columna 49
Carácter ilegal '"' en línea 62, columna 51
Carácter ilegal 'e' en línea 62, columna 54
Carácter ilegal 'd' en línea 62, columna 55
Carácter ilegal 'a' en línea 62, columna 56
Carácter ilegal 'd' en línea 62, columna 57
Carácter ilegal 'e' en línea 62, columna 58
Carácter ilegal 's' en línea 62, columna 59
Carácter ilegal 'e' en línea 65, columna 5
Carácter ilegal 'd' en línea 65, columna 6
Carácter ilegal 'a' en línea 65, columna 7
Carácter ilegal 'd' en línea 65, columna 8
Carácter ilegal 'e' en línea 65, columna 11
Carácter ilegal 'x' en línea 65, columna 12
Carácter ilegal 'i' en línea 65, columna 13
Carácter ilegal 's' en línea 65, columna 14
Carácter ilegal 't' en línea 65, columna 15
Carácter ilegal 'e' en línea 65, columna 16
Carácter ilegal 'e' en línea 65, columna 21
Carácter ilegal 'd' en línea 65, columna 22
Carácter ilegal 'a' en línea 65, columna 23
Carácter ilegal 'd' en línea 65, columna 24
Carácter ilegal 'e' en línea 65, columna 25
Carácter ilegal 's' en línea 65, columna 26
Carácter ilegal '"' en línea 65, columna 28
Carácter ilegal 'M' en línea 65, columna 29
Carácter ilegal 'a' en línea 65, columna 30
Carácter ilegal 'r' en línea 65, columna 31
Carácter ilegal 'i' en línea 65, columna 32
Carácter ilegal 'a' en línea 65, columna 33
Carácter ilegal '"' en línea 65, columna 34
Carácter ilegal 'i' en línea 66, columna 5
Carácter ilegal 'f' en línea 66, columna 6
Carácter ilegal 'e' en línea 66, columna 8
Carácter ilegal 'x' en línea 66, columna 9
Carácter ilegal 'i' en línea 66, columna 10
Carácter ilegal 's' en línea 66, columna 11
Carácter ilegal 't' en línea 66, columna 12
Carácter ilegal 'e' en línea 66, columna 13
Carácter ilegal 'f' en línea 67, columna 9
Carácter ilegal 'm' en línea 67, columna 10
Carácter ilegal 't' en línea 67, columna 11
Carácter ilegal 'P' en línea 67, columna 13
Carácter ilegal 'r' en línea 67, columna 14
Carácter ilegal 'i' en línea 67, columna 15
Carácter ilegal 'n' en línea 67, columna 16
Carácter ilegal 't' en línea 67, columna 17
Carácter ilegal 'l' en línea 67, columna 18
Carácter ilegal 'n' en línea 67, columna 19
Carácter ilegal '"' en línea 67, columna 21
Carácter ilegal 'E' en línea 67, columna 22
Carácter ilegal 'd' en línea 67, columna 23
Carácter ilegal 'a' en línea 67, columna 24
Carácter ilegal 'd' en línea 67, columna 25
Carácter ilegal 'd' en línea 67, columna 27
Carácter ilegal 'e' en línea 67, columna 28
Carácter ilegal 'M' en línea 67, columna 30
Carácter ilegal 'a' en línea 67, columna 31
Carácter ilegal 'r' en línea 67, columna 32
Carácter ilegal 'í' en línea 67, columna 33
Carácter ilegal 'a' en línea 67, columna 34
Carácter ilegal '"' en línea 67, columna 36
Carácter ilegal 'e' en línea 67, columna 39
Carácter ilegal 'd' en línea 67, columna 40
Carácter ilegal 'a' en línea 67, columna 41
Carácter ilegal 'd' en línea 67, columna 42
Carácter ilegal 'e' en línea 68, columna 7
Carácter ilegal 'l' en línea 68, columna 8
Carácter ilegal 's' en línea 68, columna 9
Carácter ilegal 'e' en línea 68, columna 10
Carácter ilegal 'f' en línea 69, columna 9
Carácter ilegal 'm' en línea 69, columna 10
Carácter ilegal 't' en línea 69, columna 11
Carácter ilegal 'P' en línea 69, columna 13
Carácter ilegal 'r' en línea 69, columna 14
Carácter ilegal 'i' en línea 69, columna 15
Carácter ilegal 'n' en línea 69, columna 16
Carácter ilegal 't' en línea 69, columna 17
Carácter ilegal 'l' en línea 69, columna 18
Carácter ilegal 'n' en línea 69, columna 19
Carácter ilegal '"' en línea 69, columna 21
Carácter ilegal 'M' en línea 69, columna 22
Carácter ilegal 'a' en línea 69, columna 23
Carácter ilegal 'r' en línea 69, columna 24
Carácter ilegal 'í' en línea 69, columna 25
Carácter ilegal 'a' en línea 69, columna 26
Carácter ilegal 'n' en línea 69, columna 28
Carácter ilegal 'o' en línea 69, columna 29
Carácter ilegal 'e' en línea 69, columna 31
Carácter ilegal 's' en línea 69, columna 32
Carácter ilegal 't' en línea 69, columna 33
Carácter ilegal 'á' en línea 69, columna 34
Carácter ilegal 'e' en línea 69, columna 36
Carácter ilegal 'n' en línea 69, columna 37
Carácter ilegal 'e' en línea 69, columna 39
Carácter ilegal 'l' en línea 69, columna 40
Carácter ilegal 'm' en línea 69, columna 42
Carácter ilegal 'a' en línea 69, columna 43
Carácter ilegal 'p' en línea 69, columna 44
Carácter ilegal 'a' en línea 69, columna 45
Carácter ilegal '"' en línea 69, columna 46
Carácter ilegal 'r' en línea 73, columna 5
Carácter ilegal 'e' en línea 73, columna 6
Carácter ilegal 's' en línea 73, columna 7
Carácter ilegal 'u' en línea 73, columna 8
Carácter ilegal 'l' en línea 73, columna 9
Carácter ilegal 't' en línea 73, columna 10
Carácter ilegal 'a' en línea 73, columna 11
Carácter ilegal 'd' en línea 73, columna 12
Carácter ilegal 'o' en línea 73, columna 13
Carácter ilegal 's' en línea 73, columna 18
Carácter ilegal 'u' en línea 73, columna 19
Carácter ilegal 'm' en línea 73, columna 20
Carácter ilegal 'a' en línea 73, columna 21
Carácter ilegal 'r' en línea 73, columna 22
Carácter ilegal '1' en línea 73, columna 24
Carácter ilegal '0' en línea 73, columna 25
Carácter ilegal '2' en línea 73, columna 28
Carácter ilegal '0' en línea 73, columna 29
Carácter ilegal 'f' en línea 74, columna 5
Carácter ilegal 'm' en línea 74, columna 6
Carácter ilegal 't' en línea 74, columna 7
Carácter ilegal 'P' en línea 74, columna 9
Carácter ilegal 'r' en línea 74, columna 10
Carácter ilegal 'i' en línea 74, columna 11
Carácter ilegal 'n' en línea 74, columna 12
Carácter ilegal 't' en línea 74, columna 13
Carácter ilegal 'l' en línea 74, columna 14
Carácter ilegal 'n' en línea 74, columna 15
Carácter ilegal '"' en línea 74, columna 17
Carácter ilegal 'S' en línea 74, columna 18
Carácter ilegal 'u' en línea 74, columna 19
Carácter ilegal 'm' en línea 74, columna 20
Carácter ilegal 'a' en línea 74, columna 21
Carácter ilegal '"' en línea 74, columna 23
Carácter ilegal 'r' en línea 74, columna 26
Carácter ilegal 'e' en línea 74, columna 27
Carácter ilegal 's' en línea 74, columna 28
Carácter ilegal 'u' en línea 74, columna 29
Carácter ilegal 'l' en línea 74, columna 30
Carácter ilegal 't' en línea 74, columna 31
Carácter ilegal 'a' en línea 74, columna 32
Carácter ilegal 'd' en línea 74, columna 33
Carácter ilegal 'o' en línea 74, columna 34
Carácter ilegal 'c' en línea 77, columna 5
Carácter ilegal 'o' en línea 77, columna 6
Carácter ilegal 'c' en línea 77, columna 7
Carácter ilegal 'i' en línea 77, columna 8
Carácter ilegal 'e' en línea 77, columna 9
Carácter ilegal 'n' en línea 77, columna 10
Carácter ilegal 't' en línea 77, columna 11
Carácter ilegal 'e' en línea 77, columna 12
Carácter ilegal 'e' en línea 77, columna 15
Carácter ilegal 'r' en línea 77, columna 16
Carácter ilegal 'r' en línea 77, columna 17
Carácter ilegal 'd' en línea 77, columna 22
Carácter ilegal 'i' en línea 77, columna 23
Carácter ilegal 'v' en línea 77, columna 24
Carácter ilegal 'i' en línea 77, columna 25
Carácter ilegal 'd' en línea 77, columna 26
Carácter ilegal 'i' en línea 77, columna 27
Carácter ilegal 'r' en línea 77, columna 28
Carácter ilegal '1' en línea 77, columna 30
Carácter ilegal '0' en línea 77, columna 31
Carácter ilegal '0' en línea 77, columna 33
Carácter ilegal '2' en línea 77, columna 36
Carácter ilegal '0' en línea 77, columna 38
Carácter ilegal 'i' en línea 78, columna 5
Carácter ilegal 'f' en línea 78, columna 6
Carácter ilegal 'e' en línea 78, columna 8
Carácter ilegal 'r' en línea 78, columna 9
Carácter ilegal 'r' en línea 78, columna 10
Carácter ilegal 'n' en línea 78, columna 15
Carácter ilegal 'i' en línea 78, columna 16
Carácter ilegal 'l' en línea 78, columna 17
Carácter ilegal 'f' en línea 79, columna 9
Carácter ilegal 'm' en línea 79, columna 10
Carácter ilegal 't' en línea 79, columna 11
Carácter ilegal 'P' en línea 79, columna 13
Carácter ilegal 'r' en línea 79, columna 14
Carácter ilegal 'i' en línea 79, columna 15
Carácter ilegal 'n' en línea 79, columna 16
Carácter ilegal 't' en línea 79, columna 17
Carácter ilegal 'l' en línea 79, columna 18
Carácter ilegal 'n' en línea 79, columna 19
Carácter ilegal '"' en línea 79, columna 21
Carácter ilegal 'E' en línea 79, columna 22
Carácter ilegal 'r' en línea 79, columna 23
Carácter ilegal 'r' en línea 79, columna 24
Carácter ilegal 'o' en línea 79, columna 25
Carácter ilegal 'r' en línea 79, columna 26
Carácter ilegal '"' en línea 79, columna 28
Carácter ilegal 'e' en línea 79, columna 31
Carácter ilegal 'r' en línea 79, columna 32
Carácter ilegal 'r' en línea 79, columna 33
Carácter ilegal 'e' en línea 80, columna 7
Carácter ilegal 'l' en línea 80, columna 8
Carácter ilegal 's' en línea 80, columna 9
Carácter ilegal 'e' en línea 80, columna 10
Carácter ilegal 'f' en línea 81, columna 9
Carácter ilegal 'm' en línea 81, columna 10
Carácter ilegal 't' en línea 81, columna 11
Carácter ilegal 'P' en línea 81, columna 13
Carácter ilegal 'r' en línea 81, columna 14
Carácter ilegal 'i' en línea 81, columna 15
Carácter ilegal 'n' en línea 81, columna 16
Carácter ilegal 't' en línea 81, columna 17
Carácter ilegal 'l' en línea 81, columna 18
Carácter ilegal 'n' en línea 81, columna 19
Carácter ilegal '"' en línea 81, columna 21
Carácter ilegal 'C' en línea 81, columna 22
Carácter ilegal 'o' en línea 81, columna 23
Carácter ilegal 'c' en línea 81, columna 24
Carácter ilegal 'i' en línea 81, columna 25
Carácter ilegal 'e' en línea 81, columna 26
Carácter ilegal 'n' en línea 81, columna 27
Carácter ilegal 't' en línea 81, columna 28
Carácter ilegal 'e' en línea 81, columna 29
Carácter ilegal '"' en línea 81, columna 31
Carácter ilegal 'c' en línea 81, columna 34
Carácter ilegal 'o' en línea 81, columna 35
Carácter ilegal 'c' en línea 81, columna 36
Carácter ilegal 'i' en línea 81, columna 37
Carácter ilegal 'e' en línea 81, columna 38
Carácter ilegal 'n' en línea 81, columna 39
Carácter ilegal 't' en línea 81, columna 40
Carácter ilegal 'e' en línea 81, columna 41
Carácter ilegal '_' en línea 85, columna 5
Carácter ilegal 'e' en línea 85, columna 8
Carácter ilegal 'r' en línea 85, columna 9
Carácter ilegal 'r' en línea 85, columna 10
Carácter ilegal '2' en línea 85, columna 11
Carácter ilegal 'd' en línea 85, columna 16
Carácter ilegal 'i' en línea 85, columna 17
Carácter ilegal 'v' en línea 85, columna 18
Carácter ilegal 'i' en línea 85, columna 19
Carácter ilegal 'd' en línea 85, columna 20
Carácter ilegal 'i' en línea 85, columna 21
Carácter ilegal 'r' en línea 85, columna 22
Carácter ilegal '1' en línea 85, columna 24
Carácter ilegal '0' en línea 85, columna 25
Carácter ilegal '0' en línea 85, columna 27
Carácter ilegal '0' en línea 85, columna 30
Carácter ilegal '0' en línea 85, columna 32
Carácter ilegal 'i' en línea 86, columna 5
Carácter ilegal 'f' en línea 86, columna 6
Carácter ilegal 'e' en línea 86, columna 8
Carácter ilegal 'r' en línea 86, columna 9
Carácter ilegal 'r' en línea 86, columna 10
Carácter ilegal '2' en línea 86, columna 11
Carácter ilegal 'n' en línea 86, columna 16
Carácter ilegal 'i' en línea 86, columna 17
Carácter ilegal 'l' en línea 86, columna 18
Carácter ilegal 'f' en línea 87, columna 9
Carácter ilegal 'm' en línea 87, columna 10
Carácter ilegal 't' en línea 87, columna 11
Carácter ilegal 'P' en línea 87, columna 13
Carácter ilegal 'r' en línea 87, columna 14
Carácter ilegal 'i' en línea 87, columna 15
Carácter ilegal 'n' en línea 87, columna 16
Carácter ilegal 't' en línea 87, columna 17
Carácter ilegal 'l' en línea 87, columna 18
Carácter ilegal 'n' en línea 87, columna 19
Carácter ilegal '"' en línea 87, columna 21
Carácter ilegal 'E' en línea 87, columna 22
Carácter ilegal 'r' en línea 87, columna 23
Carácter ilegal 'r' en línea 87, columna 24
Carácter ilegal 'o' en línea 87, columna 25
Carácter ilegal 'r' en línea 87, columna 26
Carácter ilegal 'c' en línea 87, columna 28
Carácter ilegal 'a' en línea 87, columna 29
Carácter ilegal 'p' en línea 87, columna 30
Carácter ilegal 't' en línea 87, columna 31
Carácter ilegal 'u' en línea 87, columna 32
Carácter ilegal 'r' en línea 87, columna 33
Carácter ilegal 'a' en línea 87, columna 34
Carácter ilegal 'd' en línea 87, columna 35
Carácter ilegal 'o' en línea 87, columna 36
Carácter ilegal '"' en línea 87, columna 38
Carácter ilegal 'e' en línea 87, columna 41
Carácter ilegal 'r' en línea 87, columna 42
Carácter ilegal 'r' en línea 87, columna 43
Carácter ilegal '2' en línea 87, columna 44
Carácter ilegal 's' en línea 91, columna 5
Carácter ilegal 'p' en línea 91, columna 8
Carácter ilegal 'c' en línea 91, columna 13
Carácter ilegal 'a' en línea 91, columna 14
Carácter ilegal 'l' en línea 91, columna 15
Carácter ilegal 'c' en línea 91, columna 16
Carácter ilegal 'u' en línea 91, columna 17
Carácter ilegal 'l' en línea 91, columna 18
Carácter ilegal 'a' en línea 91, columna 19
Carácter ilegal 'r' en línea 91, columna 20
Carácter ilegal 'O' en línea 91, columna 21
Carácter ilegal 'p' en línea 91, columna 22
Carácter ilegal 'e' en línea 91, columna 23
Carácter ilegal 'r' en línea 91, columna 24
Carácter ilegal 'a' en línea 91, columna 25
Carácter ilegal 'c' en línea 91, columna 26
Carácter ilegal 'i' en línea 91, columna 27
Carácter ilegal 'o' en línea 91, columna 28
Carácter ilegal 'n' en línea 91, columna 29
Carácter ilegal 'e' en línea 91, columna 30
Carácter ilegal 's' en línea 91, columna 31
Carácter ilegal '5' en línea 91, columna 33
Carácter ilegal '3' en línea 91, columna 36
Carácter ilegal 'f' en línea 92, columna 5
Carácter ilegal 'm' en línea 92, columna 6
Carácter ilegal 't' en línea 92, columna 7
Carácter ilegal 'P' en línea 92, columna 9
Carácter ilegal 'r' en línea 92, columna 10
Carácter ilegal 'i' en línea 92, columna 11
Carácter ilegal 'n' en línea 92, columna 12
Carácter ilegal 't' en línea 92, columna 13
Carácter ilegal 'l' en línea 92, columna 14
Carácter ilegal 'n' en línea 92, columna 15
Carácter ilegal '"' en línea 92, columna 17
Carácter ilegal 'S' en línea 92, columna 18
Carácter ilegal 'u' en línea 92, columna 19
Carácter ilegal 'm' en línea 92, columna 20
Carácter ilegal 'a' en línea 92, columna 21
Carácter ilegal '"' en línea 92, columna 23
Carácter ilegal 's' en línea 92, columna 26
Carácter ilegal '"' en línea 92, columna 29
Carácter ilegal 'P' en línea 92, columna 30
Carácter ilegal 'r' en línea 92, columna 31
Carácter ilegal 'o' en línea 92, columna 32
Carácter ilegal 'd' en línea 92, columna 33
Carácter ilegal 'u' en línea 92, columna 34
Carácter ilegal 'c' en línea 92, columna 35
Carácter ilegal 't' en línea 92, columna 36
Carácter ilegal 'o' en línea 92, columna 37
Carácter ilegal '"' en línea 92, columna 39
Carácter ilegal 'p' en línea 92, columna 42
Carácter ilegal 't' en línea 95, columna 5
Carácter ilegal 'o' en línea 95, columna 6
Carácter ilegal 't' en línea 95, columna 7
Carácter ilegal 'a' en línea 95, columna 8
Carácter ilegal 'l' en línea 95, columna 9
Carácter ilegal 's' en línea 95, columna 14
Carácter ilegal 'u' en línea 95, columna 15
Carácter ilegal 'm' en línea 95, columna 16
Carácter ilegal 'a' en línea 95, columna 17
Carácter ilegal 'r' en línea 95, columna 18
Carácter ilegal 'T' en línea 95, columna 19
Carácter ilegal 'o' en línea 95, columna 20
Carácter ilegal 'd' en línea 95, columna 21
Carácter ilegal 'o' en línea 95, columna 22
Carácter ilegal 's' en línea 95, columna 23
Carácter ilegal '1' en línea 95, columna 25
Carácter ilegal '2' en línea 95, columna 28
Carácter ilegal '3' en línea 95, columna 31
Carácter ilegal '4' en línea 95, columna 34
Carácter ilegal '5' en línea 95, columna 37
Carácter ilegal '6' en línea 95, columna 40
Carácter ilegal '7' en línea 95, columna 43
Carácter ilegal '8' en línea 95, columna 46
Carácter ilegal '9' en línea 95, columna 49
Carácter ilegal '1' en línea 95, columna 52
Carácter ilegal '0' en línea 95, columna 53
Carácter ilegal 'f' en línea 96, columna 5
Carácter ilegal 'm' en línea 96, columna 6
Carácter ilegal 't' en línea 96, columna 7
Carácter ilegal 'P' en línea 96, columna 9
Carácter ilegal 'r' en línea 96, columna 10
Carácter ilegal 'i' en línea 96, columna 11
Carácter ilegal 'n' en línea 96, columna 12
Carácter ilegal 't' en línea 96, columna 13
Carácter ilegal 'l' en línea 96, columna 14
Carácter ilegal 'n' en línea 96, columna 15
Carácter ilegal '"' en línea 96, columna 17
Carácter ilegal 'T' en línea 96, columna 18
Carácter ilegal 'o' en línea 96, columna 19
Carácter ilegal 't' en línea 96, columna 20
Carácter ilegal 'a' en línea 96, columna 21
Carácter ilegal 'l' en línea 96, columna 22
Carácter ilegal 'd' en línea 96, columna 24
Carácter ilegal 'e' en línea 96, columna 25
Carácter ilegal 'l' en línea 96, columna 27
Carácter ilegal 'a' en línea 96, columna 28
Carácter ilegal 's' en línea 96, columna 30
Carácter ilegal 'u' en línea 96, columna 31
Carácter ilegal 'm' en línea 96, columna 32
Carácter ilegal 'a' en línea 96, columna 33
Carácter ilegal '"' en línea 96, columna 35
Carácter ilegal 't' en línea 96, columna 38
Carácter ilegal 'o' en línea 96, columna 39
Carácter ilegal 't' en línea 96, columna 40
Carácter ilegal 'a' en línea 96, columna 41
Carácter ilegal 'l' en línea 96, columna 42
Carácter ilegal 'p' en línea 98, columna 5
Carácter ilegal 'r' en línea 98, columna 6
Carácter ilegal 'o' en línea 98, columna 7
Carácter ilegal 'm' en línea 98, columna 8
Carácter ilegal 'e' en línea 98, columna 9
Carácter ilegal 'd' en línea 98, columna 10
Carácter ilegal 'i' en línea 98, columna 11
Carácter ilegal 'o' en línea 98, columna 12
Carácter ilegal 'N' en línea 98, columna 13
Carácter ilegal 'o' en línea 98, columna 14
Carácter ilegal 't' en línea 98, columna 15
Carácter ilegal 'a' en línea 98, columna 16
Carácter ilegal 's' en línea 98, columna 17
Carácter ilegal 'p' en línea 98, columna 22
Carácter ilegal 'r' en línea 98, columna 23
Carácter ilegal 'o' en línea 98, columna 24
Carácter ilegal 'm' en línea 98, columna 25
Carácter ilegal 'e' en línea 98, columna 26
Carácter ilegal 'd' en línea 98, columna 27
Carácter ilegal 'i' en línea 98, columna 28
