================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo2.go
Fecha y hora: 12/11/2025 21:08:45
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (269)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    6 | Columna:   10
Carácter ilegal 'l' en línea 71, columna 36
Carácter ilegal 'a' en línea 71, columna 37
Carácter ilegal 'b' en línea 71, columna 38
Carácter ilegal 'o' en línea 71, columna 39
Carácter ilegal 'r' en línea 71, columna 40
Carácter ilegal 'a' en línea 71, columna 41
Carácter ilegal 'l' en línea 71, columna 42
Carácter ilegal '"' en línea 71, columna 43
Carácter ilegal 'c' en línea 72, columna 5
Carácter ilegal 'a' en línea 72, columna 6
Carácter ilegal 's' en línea 72, columna 7
Carácter ilegal 'e' en línea 72, columna 8
Carácter ilegal '"' en línea 72, columna 10
Carácter ilegal 's' en línea 72, columna 11
Carácter ilegal 'á' en línea 72, columna 12
Carácter ilegal 'b' en línea 72, columna 13
Carácter ilegal 'a' en línea 72, columna 14
Carácter ilegal 'd' en línea 72, columna 15
Carácter ilegal 'o' en línea 72, columna 16
Carácter ilegal '"' en línea 72, columna 17
Carácter ilegal '"' en línea 72, columna 20
Carácter ilegal 'd' en línea 72, columna 21
Carácter ilegal 'o' en línea 72, columna 22
Carácter ilegal 'm' en línea 72, columna 23
Carácter ilegal 'i' en línea 72, columna 24
Carácter ilegal 'n' en línea 72, columna 25
Carácter ilegal 'g' en línea 72, columna 26
Carácter ilegal 'o' en línea 72, columna 27
Carácter ilegal '"' en línea 72, columna 28
Carácter ilegal 'f' en línea 73, columna 9
Carácter ilegal 'm' en línea 73, columna 10
Carácter ilegal 't' en línea 73, columna 11
Carácter ilegal 'P' en línea 73, columna 13
Carácter ilegal 'r' en línea 73, columna 14
Carácter ilegal 'i' en línea 73, columna 15
Carácter ilegal 'n' en línea 73, columna 16
Carácter ilegal 't' en línea 73, columna 17
Carácter ilegal 'l' en línea 73, columna 18
Carácter ilegal 'n' en línea 73, columna 19
Carácter ilegal '"' en línea 73, columna 21
Carácter ilegal 'F' en línea 73, columna 22
Carácter ilegal 'i' en línea 73, columna 23
Carácter ilegal 'n' en línea 73, columna 24
Carácter ilegal 'd' en línea 73, columna 26
Carácter ilegal 'e' en línea 73, columna 27
Carácter ilegal 's' en línea 73, columna 29
Carácter ilegal 'e' en línea 73, columna 30
Carácter ilegal 'm' en línea 73, columna 31
Carácter ilegal 'a' en línea 73, columna 32
Carácter ilegal 'n' en línea 73, columna 33
Carácter ilegal 'a' en línea 73, columna 34
Carácter ilegal '"' en línea 73, columna 35
Carácter ilegal 'd' en línea 74, columna 5
Carácter ilegal 'e' en línea 74, columna 6
Carácter ilegal 'f' en línea 74, columna 7
Carácter ilegal 'a' en línea 74, columna 8
Carácter ilegal 'u' en línea 74, columna 9
Carácter ilegal 'l' en línea 74, columna 10
Carácter ilegal 't' en línea 74, columna 11
Carácter ilegal 'f' en línea 75, columna 9
Carácter ilegal 'm' en línea 75, columna 10
Carácter ilegal 't' en línea 75, columna 11
Carácter ilegal 'P' en línea 75, columna 13
Carácter ilegal 'r' en línea 75, columna 14
Carácter ilegal 'i' en línea 75, columna 15
Carácter ilegal 'n' en línea 75, columna 16
Carácter ilegal 't' en línea 75, columna 17
Carácter ilegal 'l' en línea 75, columna 18
Carácter ilegal 'n' en línea 75, columna 19
Carácter ilegal '"' en línea 75, columna 21
Carácter ilegal 'D' en línea 75, columna 22
Carácter ilegal 'í' en línea 75, columna 23
Carácter ilegal 'a' en línea 75, columna 24
Carácter ilegal 'd' en línea 75, columna 26
Carácter ilegal 'e' en línea 75, columna 27
Carácter ilegal 's' en línea 75, columna 29
Carácter ilegal 'e' en línea 75, columna 30
Carácter ilegal 'm' en línea 75, columna 31
Carácter ilegal 'a' en línea 75, columna 32
Carácter ilegal 'n' en línea 75, columna 33
Carácter ilegal 'a' en línea 75, columna 34
Carácter ilegal 'r' en línea 75, columna 36
Carácter ilegal 'e' en línea 75, columna 37
Carácter ilegal 'g' en línea 75, columna 38
Carácter ilegal 'u' en línea 75, columna 39
Carácter ilegal 'l' en línea 75, columna 40
Carácter ilegal 'a' en línea 75, columna 41
Carácter ilegal 'r' en línea 75, columna 42
Carácter ilegal '"' en línea 75, columna 43
Carácter ilegal 's' en línea 79, columna 5
Carácter ilegal 'w' en línea 79, columna 6
Carácter ilegal 'i' en línea 79, columna 7
Carácter ilegal 't' en línea 79, columna 8
Carácter ilegal 'c' en línea 79, columna 9
Carácter ilegal 'h' en línea 79, columna 10
Carácter ilegal 'c' en línea 80, columna 5
Carácter ilegal 'a' en línea 80, columna 6
Carácter ilegal 's' en línea 80, columna 7
Carácter ilegal 'e' en línea 80, columna 8
Carácter ilegal 'e' en línea 80, columna 10
Carácter ilegal 'd' en línea 80, columna 11
Carácter ilegal 'a' en línea 80, columna 12
Carácter ilegal 'd' en línea 80, columna 13
Carácter ilegal '1' en línea 80, columna 17
Carácter ilegal '3' en línea 80, columna 18
Carácter ilegal 'f' en línea 81, columna 9
Carácter ilegal 'm' en línea 81, columna 10
Carácter ilegal 't' en línea 81, columna 11
Carácter ilegal 'P' en línea 81, columna 13
Carácter ilegal 'r' en línea 81, columna 14
Carácter ilegal 'i' en línea 81, columna 15
Carácter ilegal 'n' en línea 81, columna 16
Carácter ilegal 't' en línea 81, columna 17
Carácter ilegal 'l' en línea 81, columna 18
Carácter ilegal 'n' en línea 81, columna 19
Carácter ilegal '"' en línea 81, columna 21
Carácter ilegal 'C' en línea 81, columna 22
Carácter ilegal 'a' en línea 81, columna 23
Carácter ilegal 't' en línea 81, columna 24
Carácter ilegal 'e' en línea 81, columna 25
Carácter ilegal 'g' en línea 81, columna 26
Carácter ilegal 'o' en línea 81, columna 27
Carácter ilegal 'r' en línea 81, columna 28
Carácter ilegal 'í' en línea 81, columna 29
Carácter ilegal 'a' en línea 81, columna 30
Carácter ilegal 'N' en línea 81, columna 33
Carácter ilegal 'i' en línea 81, columna 34
Carácter ilegal 'ñ' en línea 81, columna 35
Carácter ilegal 'o' en línea 81, columna 36
Carácter ilegal '"' en línea 81, columna 37
Carácter ilegal 'c' en línea 82, columna 5
Carácter ilegal 'a' en línea 82, columna 6
Carácter ilegal 's' en línea 82, columna 7
Carácter ilegal 'e' en línea 82, columna 8
Carácter ilegal 'e' en línea 82, columna 10
Carácter ilegal 'd' en línea 82, columna 11
Carácter ilegal 'a' en línea 82, columna 12
Carácter ilegal 'd' en línea 82, columna 13
Carácter ilegal '2' en línea 82, columna 17
Carácter ilegal '0' en línea 82, columna 18
Carácter ilegal 'f' en línea 83, columna 9
Carácter ilegal 'm' en línea 83, columna 10
Carácter ilegal 't' en línea 83, columna 11
Carácter ilegal 'P' en línea 83, columna 13
Carácter ilegal 'r' en línea 83, columna 14
Carácter ilegal 'i' en línea 83, columna 15
Carácter ilegal 'n' en línea 83, columna 16
Carácter ilegal 't' en línea 83, columna 17
Carácter ilegal 'l' en línea 83, columna 18
Carácter ilegal 'n' en línea 83, columna 19
Carácter ilegal '"' en línea 83, columna 21
Carácter ilegal 'C' en línea 83, columna 22
Carácter ilegal 'a' en línea 83, columna 23
Carácter ilegal 't' en línea 83, columna 24
Carácter ilegal 'e' en línea 83, columna 25
Carácter ilegal 'g' en línea 83, columna 26
Carácter ilegal 'o' en línea 83, columna 27
Carácter ilegal 'r' en línea 83, columna 28
Carácter ilegal 'í' en línea 83, columna 29
Carácter ilegal 'a' en línea 83, columna 30
Carácter ilegal 'A' en línea 83, columna 33
Carácter ilegal 'd' en línea 83, columna 34
Carácter ilegal 'o' en línea 83, columna 35
Carácter ilegal 'l' en línea 83, columna 36
Carácter ilegal 'e' en línea 83, columna 37
Carácter ilegal 's' en línea 83, columna 38
Carácter ilegal 'c' en línea 83, columna 39
Carácter ilegal 'e' en línea 83, columna 40
Carácter ilegal 'n' en línea 83, columna 41
Carácter ilegal 't' en línea 83, columna 42
Carácter ilegal 'e' en línea 83, columna 43
Carácter ilegal '"' en línea 83, columna 44
Carácter ilegal 'c' en línea 84, columna 5
Carácter ilegal 'a' en línea 84, columna 6
Carácter ilegal 's' en línea 84, columna 7
Carácter ilegal 'e' en línea 84, columna 8
Carácter ilegal 'e' en línea 84, columna 10
Carácter ilegal 'd' en línea 84, columna 11
Carácter ilegal 'a' en línea 84, columna 12
Carácter ilegal 'd' en línea 84, columna 13
Carácter ilegal '6' en línea 84, columna 17
Carácter ilegal '0' en línea 84, columna 18
Carácter ilegal 'f' en línea 85, columna 9
Carácter ilegal 'm' en línea 85, columna 10
Carácter ilegal 't' en línea 85, columna 11
Carácter ilegal 'P' en línea 85, columna 13
Carácter ilegal 'r' en línea 85, columna 14
Carácter ilegal 'i' en línea 85, columna 15
Carácter ilegal 'n' en línea 85, columna 16
Carácter ilegal 't' en línea 85, columna 17
Carácter ilegal 'l' en línea 85, columna 18
Carácter ilegal 'n' en línea 85, columna 19
Carácter ilegal '"' en línea 85, columna 21
Carácter ilegal 'C' en línea 85, columna 22
Carácter ilegal 'a' en línea 85, columna 23
Carácter ilegal 't' en línea 85, columna 24
Carácter ilegal 'e' en línea 85, columna 25
Carácter ilegal 'g' en línea 85, columna 26
Carácter ilegal 'o' en línea 85, columna 27
Carácter ilegal 'r' en línea 85, columna 28
Carácter ilegal 'í' en línea 85, columna 29
Carácter ilegal 'a' en línea 85, columna 30
Carácter ilegal 'A' en línea 85, columna 33
Carácter ilegal 'd' en línea 85, columna 34
Carácter ilegal 'u' en línea 85, columna 35
Carácter ilegal 'l' en línea 85, columna 36
Carácter ilegal 't' en línea 85, columna 37
Carácter ilegal 'o' en línea 85, columna 38
Carácter ilegal '"' en línea 85, columna 39
Carácter ilegal 'd' en línea 86, columna 5
Carácter ilegal 'e' en línea 86, columna 6
Carácter ilegal 'f' en línea 86, columna 7
Carácter ilegal 'a' en línea 86, columna 8
Carácter ilegal 'u' en línea 86, columna 9
Carácter ilegal 'l' en línea 86, columna 10
Carácter ilegal 't' en línea 86, columna 11
Carácter ilegal 'f' en línea 87, columna 9
Carácter ilegal 'm' en línea 87, columna 10
Carácter ilegal 't' en línea 87, columna 11
Carácter ilegal 'P' en línea 87, columna 13
Carácter ilegal 'r' en línea 87, columna 14
Carácter ilegal 'i' en línea 87, columna 15
Carácter ilegal 'n' en línea 87, columna 16
Carácter ilegal 't' en línea 87, columna 17
Carácter ilegal 'l' en línea 87, columna 18
Carácter ilegal 'n' en línea 87, columna 19
Carácter ilegal '"' en línea 87, columna 21
Carácter ilegal 'C' en línea 87, columna 22
Carácter ilegal 'a' en línea 87, columna 23
Carácter ilegal 't' en línea 87, columna 24
Carácter ilegal 'e' en línea 87, columna 25
Carácter ilegal 'g' en línea 87, columna 26
Carácter ilegal 'o' en línea 87, columna 27
Carácter ilegal 'r' en línea 87, columna 28
Carácter ilegal 'í' en línea 87, columna 29
Carácter ilegal 'a' en línea 87, columna 30
Carácter ilegal 'A' en línea 87, columna 33
Carácter ilegal 'd' en línea 87, columna 34
Carácter ilegal 'u' en línea 87, columna 35
Carácter ilegal 'l' en línea 87, columna 36
Carácter ilegal 't' en línea 87, columna 37
Carácter ilegal 'o' en línea 87, columna 38
Carácter ilegal 'M' en línea 87, columna 40
Carácter ilegal 'a' en línea 87, columna 41
Carácter ilegal 'y' en línea 87, columna 42
Carácter ilegal 'o' en línea 87, columna 43
Carácter ilegal 'r' en línea 87, columna 44
Carácter ilegal '"' en línea 87, columna 45
Carácter ilegal 's' en línea 91, columna 5
Carácter ilegal 'w' en línea 91, columna 6
Carácter ilegal 'i' en línea 91, columna 7
Carácter ilegal 't' en línea 91, columna 8
Carácter ilegal 'c' en línea 91, columna 9
Carácter ilegal 'h' en línea 91, columna 10
Carácter ilegal 'r' en línea 91, columna 12
Carácter ilegal 'e' en línea 91, columna 13
Carácter ilegal 's' en línea 91, columna 14
Carácter ilegal 'u' en línea 91, columna 15
Carácter ilegal 'l' en línea 91, columna 16
Carácter ilegal 't' en línea 91, columna 17
Carácter ilegal 'a' en línea 91, columna 18
Carácter ilegal 'd' en línea 91, columna 19
Carácter ilegal 'o' en línea 91, columna 20
Carácter ilegal 'e' en línea 91, columna 25
Carácter ilegal 'v' en línea 91, columna 26
Carácter ilegal 'a' en línea 91, columna 27
Carácter ilegal 'l' en línea 91, columna 28
Carácter ilegal 'u' en línea 91, columna 29
Carácter ilegal 'a' en línea 91, columna 30
Carácter ilegal 'r' en línea 91, columna 31
Carácter ilegal 'N' en línea 91, columna 32
Carácter ilegal 'o' en línea 91, columna 33
Carácter ilegal 't' en línea 91, columna 34
Carácter ilegal 'a' en línea 91, columna 35
Carácter ilegal 'p' en línea 91, columna 37
Carácter ilegal 'u' en línea 91, columna 38
Carácter ilegal 'n' en línea 91, columna 39
Carácter ilegal 't' en línea 91, columna 40
Carácter ilegal 'u' en línea 91, columna 41
Carácter ilegal 'a' en línea 91, columna 42
Carácter ilegal 'c' en línea 91, columna 43
Carácter ilegal 'i' en línea 91, columna 44
Carácter ilegal 'o' en línea 91, columna 45
Carácter ilegal 'n' en línea 91, columna 46
Carácter ilegal 'r' en línea 91, columna 50
Carácter ilegal 'e' en línea 91, columna 51
Carácter ilegal 's' en línea 91, columna 52
Carácter ilegal 'u' en línea 91, columna 53
Carácter ilegal 'l' en línea 91, columna 54
Carácter ilegal 't' en línea 91, columna 55
Carácter ilegal 'a' en línea 91, columna 56
Carácter ilegal 'd' en línea 91, columna 57
Carácter ilegal 'o' en línea 91, columna 58
Carácter ilegal 'c' en línea 92, columna 5
Carácter ilegal 'a' en línea 92, columna 6
Carácter ilegal 's' en línea 92, columna 7
Carácter ilegal 'e' en línea 92, columna 8
Carácter ilegal '"' en línea 92, columna 10
Carácter ilegal 'E' en línea 92, columna 11
Carácter ilegal 'x' en línea 92, columna 12
Carácter ilegal 'c' en línea 92, columna 13
Carácter ilegal 'e' en línea 92, columna 14
Carácter ilegal 'l' en línea 92, columna 15
Carácter ilegal 'e' en línea 92, columna 16
Carácter ilegal 'n' en línea 92, columna 17
Carácter ilegal 't' en línea 92, columna 18
Carácter ilegal 'e' en línea 92, columna 19
Carácter ilegal '"' en línea 92, columna 20
Carácter ilegal 'f' en línea 93, columna 9
Carácter ilegal 'm' en línea 93, columna 10
Carácter ilegal 't' en línea 93, columna 11
Carácter ilegal 'P' en línea 93, columna 13
Carácter ilegal 'r' en línea 93, columna 14
Carácter ilegal 'i' en línea 93, columna 15
Carácter ilegal 'n' en línea 93, columna 16
Carácter ilegal 't' en línea 93, columna 17
Carácter ilegal 'l' en línea 93, columna 18
Carácter ilegal 'n' en línea 93, columna 19
Carácter ilegal '"' en línea 93, columna 21
Carácter ilegal '¡' en línea 93, columna 22
Carácter ilegal 'F' en línea 93, columna 23
Carácter ilegal 'e' en línea 93, columna 24
Carácter ilegal 'l' en línea 93, columna 25
Carácter ilegal 'i' en línea 93, columna 26
Carácter ilegal 'c' en línea 93, columna 27
Carácter ilegal 'i' en línea 93, columna 28
Carácter ilegal 't' en línea 93, columna 29
Carácter ilegal 'a' en línea 93, columna 30
Carácter ilegal 'c' en línea 93, columna 31
Carácter ilegal 'i' en línea 93, columna 32
Carácter ilegal 'o' en línea 93, columna 33
Carácter ilegal 'n' en línea 93, columna 34
Carácter ilegal 'e' en línea 93, columna 35
Carácter ilegal 's' en línea 93, columna 36
Carácter ilegal '"' en línea 93, columna 38
Carácter ilegal 'c' en línea 94, columna 5
Carácter ilegal 'a' en línea 94, columna 6
Carácter ilegal 's' en línea 94, columna 7
Carácter ilegal 'e' en línea 94, columna 8
Carácter ilegal '"' en línea 94, columna 10
Carácter ilegal 'B' en línea 94, columna 11
Carácter ilegal 'u' en línea 94, columna 12
Carácter ilegal 'e' en línea 94, columna 13
Carácter ilegal 'n' en línea 94, columna 14
Carácter ilegal 'o' en línea 94, columna 15
Carácter ilegal '"' en línea 94, columna 16
Carácter ilegal 'f' en línea 95, columna 9
Carácter ilegal 'm' en línea 95, columna 10
Carácter ilegal 't' en línea 95, columna 11
Carácter ilegal 'P' en línea 95, columna 13
Carácter ilegal 'r' en línea 95, columna 14
Carácter ilegal 'i' en línea 95, columna 15
Carácter ilegal 'n' en línea 95, columna 16
Carácter ilegal 't' en línea 95, columna 17
Carácter ilegal 'l' en línea 95, columna 18
Carácter ilegal 'n' en línea 95, columna 19
Carácter ilegal '"' en línea 95, columna 21
Carácter ilegal 'B' en línea 95, columna 22
Carácter ilegal 'u' en línea 95, columna 23
Carácter ilegal 'e' en línea 95, columna 24
Carácter ilegal 'n' en línea 95, columna 25
Carácter ilegal 't' en línea 95, columna 27
Carácter ilegal 'r' en línea 95, columna 28
Carácter ilegal 'a' en línea 95, columna 29
Carácter ilegal 'b' en línea 95, columna 30
Carácter ilegal 'a' en línea 95, columna 31
Carácter ilegal 'j' en línea 95, columna 32
Carácter ilegal 'o' en línea 95, columna 33
Carácter ilegal '"' en línea 95, columna 34
Carácter ilegal 'd' en línea 96, columna 5
Carácter ilegal 'e' en línea 96, columna 6
Carácter ilegal 'f' en línea 96, columna 7
Carácter ilegal 'a' en línea 96, columna 8
Carácter ilegal 'u' en línea 96, columna 9
Carácter ilegal 'l' en línea 96, columna 10
Carácter ilegal 't' en línea 96, columna 11
Carácter ilegal 'f' en línea 97, columna 9
Carácter ilegal 'm' en línea 97, columna 10
Carácter ilegal 't' en línea 97, columna 11
Carácter ilegal 'P' en línea 97, columna 13
Carácter ilegal 'r' en línea 97, columna 14
Carácter ilegal 'i' en línea 97, columna 15
Carácter ilegal 'n' en línea 97, columna 16
Carácter ilegal 't' en línea 97, columna 17
Carácter ilegal 'l' en línea 97, columna 18
Carácter ilegal 'n' en línea 97, columna 19
Carácter ilegal '"' en línea 97, columna 21
Carácter ilegal 'P' en línea 97, columna 22
Carácter ilegal 'u' en línea 97, columna 23
Carácter ilegal 'e' en línea 97, columna 24
Carácter ilegal 'd' en línea 97, columna 25
Carácter ilegal 'e' en línea 97, columna 26
Carácter ilegal 'm' en línea 97, columna 28
Carácter ilegal 'e' en línea 97, columna 29
Carácter ilegal 'j' en línea 97, columna 30
Carácter ilegal 'o' en línea 97, columna 31
Carácter ilegal 'r' en línea 97, columna 32
Carácter ilegal 'a' en línea 97, columna 33
Carácter ilegal 'r' en línea 97, columna 34
Carácter ilegal '"' en línea 97, columna 35
Carácter ilegal 'a' en línea 101, columna 5
Carácter ilegal '1' en línea 101, columna 10
Carácter ilegal '0' en línea 101, columna 11
Carácter ilegal 'b' en línea 102, columna 5
Carácter ilegal '2' en línea 102, columna 10
Carácter ilegal '0' en línea 102, columna 11
Carácter ilegal 'f' en línea 103, columna 5
Carácter ilegal 'm' en línea 103, columna 6
Carácter ilegal 't' en línea 103, columna 7
Carácter ilegal 'P' en línea 103, columna 9
Carácter ilegal 'r' en línea 103, columna 10
Carácter ilegal 'i' en línea 103, columna 11
Carácter ilegal 'n' en línea 103, columna 12
Carácter ilegal 't' en línea 103, columna 13
Carácter ilegal 'l' en línea 103, columna 14
Carácter ilegal 'n' en línea 103, columna 15
Carácter ilegal '"' en línea 103, columna 17
Carácter ilegal 'a' en línea 103, columna 18
Carácter ilegal 'b' en línea 103, columna 23
Carácter ilegal '"' en línea 103, columna 25
Carácter ilegal 'a' en línea 103, columna 28
Carácter ilegal 'b' en línea 103, columna 33
Carácter ilegal 'f' en línea 104, columna 5
Carácter ilegal 'm' en línea 104, columna 6
Carácter ilegal 't' en línea 104, columna 7
Carácter ilegal 'P' en línea 104, columna 9
Carácter ilegal 'r' en línea 104, columna 10
Carácter ilegal 'i' en línea 104, columna 11
Carácter ilegal 'n' en línea 104, columna 12
Carácter ilegal 't' en línea 104, columna 13
Carácter ilegal 'l' en línea 104, columna 14
Carácter ilegal 'n' en línea 104, columna 15
Carácter ilegal '"' en línea 104, columna 17
Carácter ilegal 'a' en línea 104, columna 18
Carácter ilegal 'b' en línea 104, columna 23
Carácter ilegal '"' en línea 104, columna 25
Carácter ilegal 'a' en línea 104, columna 28
Carácter ilegal 'b' en línea 104, columna 33
Carácter ilegal 'f' en línea 105, columna 5
Carácter ilegal 'm' en línea 105, columna 6
Carácter ilegal 't' en línea 105, columna 7
Carácter ilegal 'P' en línea 105, columna 9
Carácter ilegal 'r' en línea 105, columna 10
Carácter ilegal 'i' en línea 105, columna 11
Carácter ilegal 'n' en línea 105, columna 12
Carácter ilegal 't' en línea 105, columna 13
Carácter ilegal 'l' en línea 105, columna 14
Carácter ilegal 'n' en línea 105, columna 15
Carácter ilegal '"' en línea 105, columna 17
Carácter ilegal 'a' en línea 105, columna 18
Carácter ilegal 'b' en línea 105, columna 22
Carácter ilegal '"' en línea 105, columna 24
Carácter ilegal 'a' en línea 105, columna 27
Carácter ilegal 'b' en línea 105, columna 31
Carácter ilegal 'f' en línea 106, columna 5
Carácter ilegal 'm' en línea 106, columna 6
Carácter ilegal 't' en línea 106, columna 7
Carácter ilegal 'P' en línea 106, columna 9
Carácter ilegal 'r' en línea 106, columna 10
Carácter ilegal 'i' en línea 106, columna 11
Carácter ilegal 'n' en línea 106, columna 12
Carácter ilegal 't' en línea 106, columna 13
Carácter ilegal 'l' en línea 106, columna 14
Carácter ilegal 'n' en línea 106, columna 15
Carácter ilegal '"' en línea 106, columna 17
Carácter ilegal 'a' en línea 106, columna 18
Carácter ilegal 'b' en línea 106, columna 23
Carácter ilegal '"' en línea 106, columna 25
Carácter ilegal 'a' en línea 106, columna 28
Carácter ilegal 'b' en línea 106, columna 33
Carácter ilegal 'f' en línea 107, columna 5
Carácter ilegal 'm' en línea 107, columna 6
Carácter ilegal 't' en línea 107, columna 7
Carácter ilegal 'P' en línea 107, columna 9
Carácter ilegal 'r' en línea 107, columna 10
Carácter ilegal 'i' en línea 107, columna 11
Carácter ilegal 'n' en línea 107, columna 12
Carácter ilegal 't' en línea 107, columna 13
Carácter ilegal 'l' en línea 107, columna 14
Carácter ilegal 'n' en línea 107, columna 15
Carácter ilegal '"' en línea 107, columna 17
Carácter ilegal 'a' en línea 107, columna 18
Carácter ilegal 'b' en línea 107, columna 22
Carácter ilegal '"' en línea 107, columna 24
Carácter ilegal 'a' en línea 107, columna 27
Carácter ilegal 'b' en línea 107, columna 31
Carácter ilegal 'f' en línea 108, columna 5
Carácter ilegal 'm' en línea 108, columna 6
Carácter ilegal 't' en línea 108, columna 7
Carácter ilegal 'P' en línea 108, columna 9
Carácter ilegal 'r' en línea 108, columna 10
Carácter ilegal 'i' en línea 108, columna 11
Carácter ilegal 'n' en línea 108, columna 12
Carácter ilegal 't' en línea 108, columna 13
Carácter ilegal 'l' en línea 108, columna 14
Carácter ilegal 'n' en línea 108, columna 15
Carácter ilegal '"' en línea 108, columna 17
Carácter ilegal 'a' en línea 108, columna 18
Carácter ilegal 'b' en línea 108, columna 23
Carácter ilegal '"' en línea 108, columna 25
Carácter ilegal 'a' en línea 108, columna 28
Carácter ilegal 'b' en línea 108, columna 33
Carácter ilegal 'f' en línea 111, columna 1
Carácter ilegal 'u' en línea 111, columna 2
Carácter ilegal 'n' en línea 111, columna 3
Carácter ilegal 'c' en línea 111, columna 4
Carácter ilegal 'c' en línea 111, columna 6
Carácter ilegal 'a' en línea 111, columna 7
Carácter ilegal 'l' en línea 111, columna 8
Carácter ilegal 'c' en línea 111, columna 9
Carácter ilegal 'u' en línea 111, columna 10
Carácter ilegal 'l' en línea 111, columna 11
Carácter ilegal 'a' en línea 111, columna 12
Carácter ilegal 'r' en línea 111, columna 13
Carácter ilegal 'P' en línea 111, columna 14
Carácter ilegal 'r' en línea 111, columna 15
Carácter ilegal 'o' en línea 111, columna 16
Carácter ilegal 'm' en línea 111, columna 17
Carácter ilegal 'e' en línea 111, columna 18
Carácter ilegal 'd' en línea 111, columna 19
Carácter ilegal 'i' en línea 111, columna 20
Carácter ilegal 'o' en línea 111, columna 21
Carácter ilegal 'n' en línea 111, columna 23
Carácter ilegal 'o' en línea 111, columna 24
Carácter ilegal 't' en línea 111, columna 25
Carácter ilegal 'a' en línea 111, columna 26
Carácter ilegal '1' en línea 111, columna 27
Carácter ilegal 'i' en línea 111, columna 29
Carácter ilegal 'n' en línea 111, columna 30
Carácter ilegal 't' en línea 111, columna 31
Carácter ilegal 'n' en línea 111, columna 34
Carácter ilegal 'o' en línea 111, columna 35
Carácter ilegal 't' en línea 111, columna 36
Carácter ilegal 'a' en línea 111, columna 37
Carácter ilegal '2' en línea 111, columna 38
Carácter ilegal 'i' en línea 111, columna 40
Carácter ilegal 'n' en línea 111, columna 41
Carácter ilegal 't' en línea 111, columna 42
Carácter ilegal 'i' en línea 111, columna 45
Carácter ilegal 'n' en línea 111, columna 46
Carácter ilegal 't' en línea 111, columna 47
Carácter ilegal 'r' en línea 112, columna 5
Carácter ilegal 'e' en línea 112, columna 6
Carácter ilegal 't' en línea 112, columna 7
Carácter ilegal 'u' en línea 112, columna 8
Carácter ilegal 'r' en línea 112, columna 9
Carácter ilegal 'n' en línea 112, columna 10
Carácter ilegal 'n' en línea 112, columna 13
Carácter ilegal 'o' en línea 112, columna 14
Carácter ilegal 't' en línea 112, columna 15
Carácter ilegal 'a' en línea 112, columna 16
Carácter ilegal '1' en línea 112, columna 17
Carácter ilegal 'n' en línea 112, columna 21
Carácter ilegal 'o' en línea 112, columna 22
Carácter ilegal 't' en línea 112, columna 23
Carácter ilegal 'a' en línea 112, columna 24
Carácter ilegal '2' en línea 112, columna 25
Carácter ilegal '2' en línea 112, columna 30
Carácter ilegal 'f' en línea 115, columna 1
Carácter ilegal 'u' en línea 115, columna 2
Carácter ilegal 'n' en línea 115, columna 3
Carácter ilegal 'c' en línea 115, columna 4
Carácter ilegal 'e' en línea 115, columna 6
Carácter ilegal 'v' en línea 115, columna 7
Carácter ilegal 'a' en línea 115, columna 8
Carácter ilegal 'l' en línea 115, columna 9
Carácter ilegal 'u' en línea 115, columna 10
Carácter ilegal 'a' en línea 115, columna 11
Carácter ilegal 'r' en línea 115, columna 12
Carácter ilegal 'N' en línea 115, columna 13
Carácter ilegal 'o' en línea 115, columna 14
Carácter ilegal 't' en línea 115, columna 15
Carácter ilegal 'a' en línea 115, columna 16
Carácter ilegal 'p' en línea 115, columna 18
Carácter ilegal 'u' en línea 115, columna 19
Carácter ilegal 'n' en línea 115, columna 20
Carácter ilegal 't' en línea 115, columna 21
Carácter ilegal 'o' en línea 115, columna 22
Carácter ilegal 's' en línea 115, columna 23
Carácter ilegal 'i' en línea 115, columna 25
Carácter ilegal 'n' en línea 115, columna 26
Carácter ilegal 't' en línea 115, columna 27
Carácter ilegal 's' en línea 115, columna 30
Carácter ilegal 't' en línea 115, columna 31
Carácter ilegal 'r' en línea 115, columna 32
Carácter ilegal 'i' en línea 115, columna 33
Carácter ilegal 'n' en línea 115, columna 34
Carácter ilegal 'g' en línea 115, columna 35
Carácter ilegal 'i' en línea 116, columna 5
Carácter ilegal 'f' en línea 116, columna 6
Carácter ilegal 'p' en línea 116, columna 8
Carácter ilegal 'u' en línea 116, columna 9
Carácter ilegal 'n' en línea 116, columna 10
Carácter ilegal 't' en línea 116, columna 11
Carácter ilegal 'o' en línea 116, columna 12
Carácter ilegal 's' en línea 116, columna 13
Carácter ilegal '9' en línea 116, columna 18
Carácter ilegal '0' en línea 116, columna 19
Carácter ilegal 'r' en línea 117, columna 9
Carácter ilegal 'e' en línea 117, columna 10
Carácter ilegal 't' en línea 117, columna 11
Carácter ilegal 'u' en línea 117, columna 12
Carácter ilegal 'r' en línea 117, columna 13
Carácter ilegal 'n' en línea 117, columna 14
Carácter ilegal '"' en línea 117, columna 16
Carácter ilegal 'E' en línea 117, columna 17
Carácter ilegal 'x' en línea 117, columna 18
